listing_id,listing_name,listing_type,room_type,superhost,latitude,longitude,guests,bedrooms,beds,baths,registration,amenities,instant_book,professional_management,min_nights,cancellation_policy,checkin_time,checkout_time,guest_favorite,exact_location,cleaning_fee,extra_guest_fee,single_fee_structure,num_reviews,rating_overall,rating_accuracy,rating_checkin,rating_cleanliness,rating_communication,rating_location,rating_value,ttm_revenue_native,ttm_avg_rate_native,ttm_occupancy,ttm_adjusted_occupancy,ttm_revpar_native,ttm_adjusted_revpar_native,ttm_avg_min_nights,ttm_avg_length_of_stay,ttm_reserved_days,ttm_blocked_days,ttm_available_days,amenities_count,center_mark
25826320,"Kiwi room (23), Hanoi Cosy Homestay",Private room in rental unit,private_room,False,21.0334,105.8082,2.0,1.0,1.0,0.0,False,"Shampoo,Essentials,Hangers,TV,Air conditioning,Heating,Wifi,Hot tub",False,False,7,Strict,2:00 PM,12:00 PM,False,False,5,0.0,True,12.0,4.83,4.8,4.8,4.8,4.9,4.9,4.8,18813560.0,355175.9,0.145,0.215,49405.2,73304.5,7.0,8.8,53,119,312,8,4.79
25902967,"Sapa room (15), Hanoi Cozy Homestay",Private room in rental unit,private_room,False,21.0337,105.8086,2.0,1.0,1.0,0.0,False,"Hair dryer,Shampoo,Essentials,Hangers,Iron,TV,Air conditioning,Fire extinguisher,Wifi,Kitchen,Private entrance,Free parking on premises",False,False,10,Flexible,2:00 PM,11:00 AM,False,False,0,0.0,True,4.0,4.25,4.8,4.5,3.8,4.8,4.8,4.8,14728179.0,475017.4,0.074,0.084,40351.2,46025.6,9.6,27.0,27,45,338,12,4.76
25903370,"Danang room, Hanoi Cosy Homestay",Private room in rental unit,private_room,False,21.0326,105.8088,2.0,1.0,1.0,0.0,False,"TV,Washer,Wifi,Air conditioning,Fire extinguisher,Kitchen,Essentials,Free parking on premises,Shampoo,Lock on bedroom door,Hangers,Hair dryer,Iron,Private entrance,Indoor fireplace,Heating",False,False,3,Flexible,3:00 PM,11:00 AM,False,False,10,0.0,True,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8404948.0,661302.8,0.033,0.046,22314.3,31446.8,3.0,12.0,12,106,353,16,4.72
26013726,Little Anh House – Bohemian Style Private Room,Private room in townhouse,private_room,False,21.0243,105.8454,2.0,1.0,1.0,0.0,False,"TV,Wifi,Air conditioning,Fire extinguisher,Luggage dropoff allowed,Essentials,Long term stays allowed,Shampoo,Lock on bedroom door,Hangers,Hair dryer,Hot water,Private entrance",False,False,1,Moderate,3:00 PM,11:00 AM,False,False,5,0.0,True,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12230111.0,652533.9,0.049,0.049,32081.3,32081.3,1.0,1.8,18,0,347,13,0.99
26013867,"Little Anh House – a centrally, indochine homestay",Entire home,entire_home,False,21.0241,105.8452,4.0,3.0,3.0,1.0,False,"TV,Wifi,Air conditioning,Kitchen,Essentials,Shampoo,Private entrance,Lock on bedroom door,Hangers,Hair dryer",False,False,1,Moderate,3:00 PM,11:00 AM,False,False,0,0.0,True,5.0,5.0,5.0,5.0,5.0,5.0,4.8,5.0,43143658.0,1128264.0,0.107,0.118,118201.8,130738.4,1.0,3.3,39,35,326,10,1.02
26122376,chez tram homestay_studio near old quarter#301,Entire rental unit,entire_home,True,21.0128,105.8379,2.0,1.0,1.0,1.0,False,"Air conditioning,Hair dryer,Cleaning products,Shampoo,Body soap,Hot water,Shower gel,Washer,Dryer,Essentials,Hangers,Bed linens,Extra pillows and blankets,Room-darkening shades,Iron,Clothing storage,TV,Air conditioning,Ceiling fan,Portable fans,Exterior security cameras on property,Smoke alarm,Fire extinguisher,Wifi,Dedicated workspace,Kitchen,Refrigerator,Microwave,Cooking basics,Dishes and silverware,Stove,Hot water kettle,Coffee maker,Wine glasses,Toaster,Rice maker,Coffee,Private entrance,Patio or balcony,Outdoor furniture,Paid parking off premises,Luggage dropoff allowed,Long term stays allowed",False,False,1,Firm,2:00 PM,12:00 PM,False,False,0,0.0,True,43.0,4.91,4.8,4.9,4.9,5.0,4.6,4.7,71455064.0,595144.0,0.332,0.363,195767.3,214579.8,1.0,12.1,121,32,244,43,2.39
26172294,Elegant green space with minimalist style,Entire condo,entire_home,False,21.026,105.858,2.0,2.0,2.0,2.0,False,"Hair dryer,Shampoo,Hot water,Shower gel,Washer,Dryer,Essentials,Hangers,Bed linens,Extra pillows and blankets,Room-darkening shades,Iron,Drying rack for clothing,Clothing storage,TV,Record player,Sound system,Books and reading material,Children’s books and toys,Air conditioning,Ceiling fan,Heating,Exterior security cameras on property,Smoke alarm,Carbon monoxide alarm,Fire extinguisher,Wifi,Kitchen,Refrigerator,Microwave,Cooking basics,Dishes and silverware,Dishwasher,Stove,Oven,Hot water kettle,Coffee maker,Wine glasses,Toaster,Dining table,Coffee,Waterfront,Lake access,Private entrance,Patio or balcony,Outdoor furniture,Outdoor dining area,Paid parking off premises,Long term stays allowed,Cleaning before checkout",False,False,2,Firm,3:00 PM,12:00 PM,False,True,0,0.0,True,212.0,4.89,4.9,5.0,4.7,5.0,4.9,4.8,706379709.0,2569926.4,0.762,0.762,1935286.9,1935286.9,2.0,3.6,278,0,87,50,0.47
26884929,Fam's house,Private room in rental unit,private_room,True,21.0449,105.8416,2.0,1.0,1.0,1.0,False,"Free parking on premises,Hair dryer,Cleaning products,Shampoo,Hot water,Washer,Essentials,Hangers,Extra pillows and blankets,Iron,Clothing storage,TV,Air conditioning,Heating,Exterior security cameras on property,Smoke alarm,Fire extinguisher,Wifi,Dedicated workspace,Kitchen,Refrigerator,Microwave,Cooking basics,Dishes and silverware,Mini fridge,Freezer,Hot water kettle,Dining table,Lake access,Private entrance,Laundromat nearby,Patio or balcony,Free parking on premises,Elevator,EV charger,Pets allowed,Smoking allowed,Long term stays allowed",False,False,3,Moderate,3:00 PM,11:00 AM,False,False,5,5.0,True,14.0,4.93,4.9,5.0,4.6,5.0,5.0,4.9,7702368.0,597282.8,0.033,0.037,20033.0,22292.8,3.4,4.0,12,37,353,38,2.27
26892483,AMAZING SKY-VIEW*UNIQUE*SUN-BRIGHT LOFT FOR 2,Entire loft,entire_home,True,21.013,105.8506,2.0,1.0,1.0,1.0,False,"Wifi,Air conditioning,Lake access,Kitchen,Smoking allowed,Hot water,Body soap,Bed linens,Microwave,Refrigerator,Dishes and silverware,Heating,Cooking basics,Stove,Washer,Smoke alarm,Shower gel,Patio or balcony,First aid kit,Essentials,Shampoo,Hangers,Hair dryer,Iron,Dedicated workspace,Private entrance,Sound system",False,False,2,Moderate,3:00 PM,11:00 AM,False,False,10,0.0,True,290.0,4.98,5.0,5.0,5.0,5.0,4.9,5.0,180042800.0,1280828.4,0.389,0.664,472593.3,806058.7,2.0,4.6,142,151,223,27,1.71
26902603,✨CLEAN TRADITION Entire Apartment❗️Cool❗️Beer Street,Private room in rental unit,private_room,False,21.0344,105.8518,2.0,1.0,1.0,0.0,False,"Hair dryer,Cleaning products,Shampoo,Hot water,Essentials,Hangers,Iron,TV,Crib,High chair,Air conditioning,Heating,Smoke alarm,Carbon monoxide alarm,Fire extinguisher,First aid kit,Wifi,Dedicated workspace,Kitchen,Refrigerator,Cooking basics,Dishes and silverware,Stove,Lake access,Luggage dropoff allowed,Long term stays allowed",False,False,1,Moderate,2:00 PM,12:00 PM,False,True,0,0.0,True,121.0,4.5,4.7,4.9,4.4,4.9,4.8,4.7,97320449.0,628936.3,0.433,0.457,266631.4,281273.0,1.0,4.0,158,19,207,26,0.74
26905752,✨BALCONY🔆Private Room❗️Free water‼️🍻 CleanBath -21,Private room in home,private_room,False,21.0352,105.851,2.0,1.0,1.0,0.0,False,"Hair dryer,Shampoo,Hot water,Essentials,Hangers,Iron,TV,Air conditioning,Heating,Smoke alarm,Carbon monoxide alarm,Fire extinguisher,First aid kit,Wifi,Refrigerator,Lake access,Private entrance,Patio or balcony,Luggage dropoff allowed,Long term stays allowed",False,False,1,Moderate,2:00 PM,12:00 PM,False,False,0,0.0,True,161.0,4.5,4.6,4.8,4.6,4.7,4.6,4.6,40281297.0,624373.7,0.181,0.24,110359.7,146477.4,1.0,2.6,66,90,299,20,0.85
26907980,Large Room at Central OLDTown !BeerStreet!,Private room in home,private_room,False,21.0347,105.8529,2.0,1.0,1.0,0.0,False,"High chair,TV,Wifi,Air conditioning,First aid kit,Lake access,Fire extinguisher,Crib,Luggage dropoff allowed,Kitchen,Essentials,Long term stays allowed,Shampoo,Lock on bedroom door,Hangers,Hair dryer,Hot water,Iron,Refrigerator,Heating",False,False,1,Moderate,3:00 PM,11:00 AM,False,False,0,0.0,True,63.0,4.59,4.7,4.9,4.5,4.9,4.6,4.6,41270121.0,586660.3,0.195,0.195,113068.8,113068.8,1.0,3.1,71,0,294,20,0.75
26908167,♥️Heart of Old Town❗️Beer Street❗️Clean Private Room,Private room in home,private_room,False,21.0344,105.8518,2.0,1.0,1.0,0.0,False,"Hair dryer,Shampoo,Body soap,Hot water,Shower gel,Essentials,Hangers,Iron,Ethernet connection,TV,Air conditioning,Heating,Smoke alarm,Carbon monoxide alarm,Fire extinguisher,First aid kit,Wifi,Refrigerator,Lake access,Private entrance,Luggage dropoff allowed,Long term stays allowed",False,False,1,Moderate,2:00 PM,12:00 PM,False,True,0,0.0,True,155.0,4.63,4.7,4.8,4.5,4.8,4.8,4.6,75124106.0,540605.8,0.378,0.393,205819.5,214028.8,1.0,2.9,138,14,227,22,0.74
27348593,Cuc Cu Nest,Entire rental unit,entire_home,False,21.0193,105.8574,2.0,1.0,1.0,1.0,False,"Hair dryer,Shampoo,Body soap,Hot water,Shower gel,Washer,Essentials,Hangers,Bed linens,Extra pillows and blankets,Iron,TV,Books and reading material,Air conditioning,Heating,Exterior security cameras on property,Wifi,Dedicated workspace,Kitchen,Refrigerator,Microwave,Cooking basics,Dishes and silverware,Mini fridge,Stove,Oven,Hot water kettle,Rice maker,Dining table,Lake access,Patio or balcony,Free parking on premises,Long term stays allowed",False,False,1,Flexible,2:00 PM,12:00 PM,True,False,7,0.0,True,78.0,4.86,4.9,4.8,4.7,5.0,4.8,4.8,49466889.0,904051.4,0.14,0.166,130036.2,154101.4,1.0,3.2,51,57,314,33,1.04
27445849,Vision Premier Hotel & Spa - Classic Double,Private room in hostel,private_room,False,21.029,105.8478,2.0,1.0,1.0,1.5,False,"Hair dryer,Shampoo,Hot water,Essentials,Hangers,Iron,TV,Air conditioning,Smoke alarm,Carbon monoxide alarm,Fire extinguisher,Wifi,Lake access,Free parking on premises,Elevator,Luggage dropoff allowed,Smoking allowed,Long term stays allowed",True,False,1,Flexible,2:00 PM,11:00 AM,False,True,0,0.0,True,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23627529.0,1026388.0,0.071,0.071,64733.0,64733.0,1.0,1.9,26,0,339,18,0.66
27446508,Vision Premier Hotel & Spa - Junior Double Balcony,Private room in hostel,private_room,False,21.029,105.8478,3.0,1.0,1.0,1.0,False,"TV,Smoke alarm,Wifi,Carbon monoxide alarm,Air conditioning,Lake access,Fire extinguisher,Luggage dropoff allowed,Essentials,Long term stays allowed,Shampoo,Lock on bedroom door,Smoking allowed,Hangers,Hair dryer,Hot water,Iron,Breakfast,Elevator,Private entrance",False,False,1,Flexible,3:00 PM,11:00 AM,False,False,0,0.0,True,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16289461.0,1414357.9,0.03,0.03,44628.7,44628.7,1.0,1.8,11,0,354,20,0.66
27447235,Vision Premier Hotel & Spa - Family Balcony,Private room in hostel,private_room,False,21.029,105.8478,5.0,2.0,2.0,1.0,False,"TV,Smoke alarm,Wifi,Carbon monoxide alarm,Air conditioning,Lake access,Fire extinguisher,Luggage dropoff allowed,Essentials,Long term stays allowed,Shampoo,Lock on bedroom door,Smoking allowed,Hangers,Hair dryer,Hot water,Iron,Dedicated workspace,Breakfast,Elevator,Private entrance",False,False,1,Flexible,3:00 PM,11:00 AM,False,False,0,0.0,True,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50377628.0,1789709.1,0.071,0.071,138020.9,138020.9,1.0,2.4,26,0,339,21,0.66
27475518,Private room near Van Mieu Quoc Tu Giam,Private room in home,private_room,True,21.025,105.8368,2.0,1.0,1.0,0.0,False,"Window guards,Wifi,Air conditioning,Kitchen,Hot water kettle,Smoking allowed,Hot water,Body soap,Mosquito net,Extra pillows and blankets,Ethernet connection,Laundromat nearby,Refrigerator,Drying rack for clothing,Dishes and silverware,Cooking basics,Coffee,Clothing storage,Stove,Washer,Shower gel,Luggage dropoff allowed,Essentials,Long term stays allowed,Shampoo,Lock on bedroom door,Hangers,Hair dryer,Dedicated workspace,Private entrance",True,False,2,Flexible,3:00 PM,11:00 AM,False,False,0,0.0,True,91.0,4.86,4.9,5.0,4.8,4.9,4.8,4.8,15196573.0,276327.2,0.159,0.173,41634.4,45362.9,2.0,1.0,58,30,307,30,1.82
27535687,"Green  Room_ The Autumn. cozy, central in Ha noi",Private room in home,private_room,False,21.049,105.8398,2.0,1.0,1.0,0.0,False,"Hair dryer,Cleaning products,Shampoo,Body soap,Hot water,Shower gel,Washer,Dryer,Essentials,Hangers,Bed linens,Extra pillows and blankets,Room-darkening shades,Iron,Drying rack for clothing,Clothing storage,Air conditioning,Heating,Fire extinguisher,First aid kit,Wifi,Dedicated workspace,Kitchen,Refrigerator,Microwave,Cooking basics,Dishes and silverware,Oven,Hot water kettle,Wine glasses,Rice maker,Dining table,Coffee,Lake access,Patio or balcony,Backyard,Outdoor kitchen,BBQ grill,Paid parking off premises",False,False,1,Firm,3:00 PM,11:00 AM,False,False,0,4.0,True,50.0,4.48,4.5,4.8,4.4,4.9,4.7,4.4,12178070.0,414562.0,0.079,0.079,33364.6,33364.6,1.0,3.6,29,0,336,39,2.76
27685979,Ha Noi Apartment,Entire rental unit,entire_home,True,21.0085,105.802,5.0,3.0,3.0,2.0,False,"Hair dryer,Shampoo,Hot water,Washer,Dryer,Essentials,Hangers,Bed linens,Extra pillows and blankets,Room-darkening shades,Iron,TV,Air conditioning,Smoke alarm,Carbon monoxide alarm,Fire extinguisher,Wifi,Kitchen,Refrigerator,Microwave,Cooking basics,Dishes and silverware,Stove,Oven,Patio or balcony,Free street parking,Elevator,Pets allowed",False,False,1,Flexible,2:00 PM,11:00 AM,False,True,9,9.0,True,97.0,4.81,4.8,4.9,4.8,4.9,4.9,4.8,96175490.0,1171680.7,0.216,0.216,255795.0,255795.0,1.0,6.6,79,0,286,28,5.82
27804330,Best Truc Bach Lake View/ Big balcony/ Cozy studio,Entire rental unit,entire_home,False,21.0463,105.841,2.0,1.0,2.0,1.0,False,"TV,Wifi,Air conditioning,Lake access,Kitchen,Free parking on premises,Hot water kettle,Hot water,Body soap,Conditioner,Mini fridge,Elevator,Bed linens,Extra pillows and blankets,Outdoor furniture,Microwave,Cleaning products,Refrigerator,Drying rack for clothing,Dishes and silverware,Cooking basics,Clothing storage,Stove,Washer,Dryer,Shower gel,Patio or balcony,Fire extinguisher,Luggage dropoff allowed,Bidet,Essentials,Long term stays allowed,Shampoo,Lock on bedroom door,Hangers,Dining table,Hair dryer,Iron,Dedicated workspace,Private entrance,Rice maker",True,False,1,Flexible,3:00 PM,11:00 AM,False,False,0,10.0,True,75.0,4.64,4.8,4.8,4.4,4.7,4.8,4.6,32032474.0,1183443.8,0.077,0.077,87760.2,87760.2,1.0,1.6,28,0,337,41,2.44
27919165,No.3 The Garden room 03 [next to Hoan Kiem lake],Private room in townhouse,private_room,True,21.0304,105.8505,2.0,1.0,1.0,0.0,False,"Hair dryer,Cleaning products,Shampoo,Conditioner,Body soap,Hot water,Shower gel,Essentials,Hangers,Bed linens,Extra pillows and blankets,Iron,Clothing storage,TV,Air conditioning,Heating,First aid kit,Wifi,Dedicated workspace,Refrigerator,Patio or balcony,Free parking on premises,Pets allowed,Luggage dropoff allowed",False,False,1,Strict,2:00 PM,12:00 PM,True,True,2,0.0,True,190.0,4.77,4.8,4.9,4.7,5.0,5.0,4.8,113193569.0,606764.6,0.499,0.499,304843.8,304843.8,1.0,3.6,182,0,183,24,0.45
28008376,Chi’s house_Royal City_3Bedroom_Square view,Entire condo,entire_home,False,21.0021,105.8159,6.0,3.0,2.0,2.0,False,"TV,Cable TV,Wifi,Air conditioning,Pool,Ski-in/Ski-out,Kitchen,Free parking on premises,Pets allowed,Gym,Resort access,Elevator,Hot tub,Heating,Paid parking on premises,Washer,Dryer,Smoke alarm,Carbon monoxide alarm,Essentials,Shampoo,Lock on bedroom door,Hangers,Hair dryer,Iron,Dedicated workspace,Private entrance,Bathtub,Changing table,Crib,Room-darkening shades,Children’s dinnerware,Hot water,Bed linens,Extra pillows and blankets,Microwave,Coffee maker,Refrigerator,Dishes and silverware,Cooking basics,Oven,Stove,EV charger,Single level home,BBQ grill,Patio or balcony,Backyard,Luggage dropoff allowed,Long term stays allowed",False,False,1,Flexible,3:00 PM,11:00 AM,False,False,13,0.0,True,41.0,4.78,4.8,4.7,4.6,4.8,4.8,4.8,25344944.0,1968223.7,0.038,0.061,67584.6,107722.2,1.0,7.0,14,136,351,49,4.9
28043542,No.2 The Comfy Room [next to Hoan Kiem lake],Private room in home,private_room,True,21.0304,105.8505,4.0,1.0,2.0,0.0,False,"Hair dryer,Cleaning products,Shampoo,Conditioner,Body soap,Hot water,Essentials,Hangers,Iron,TV,Air conditioning,Heating,First aid kit,Wifi,Free parking on premises,Pets allowed,Luggage dropoff allowed",False,False,1,Strict,2:00 PM,12:00 PM,True,True,2,0.0,True,177.0,4.8,4.8,4.9,4.8,5.0,5.0,4.9,73849045.0,600348.3,0.326,0.326,198333.8,198333.8,1.0,3.5,119,0,246,17,0.45
28057262,African style apt in the HEART of Old Quarter,Entire rental unit,entire_home,False,21.0362,105.849,2.0,1.0,1.0,1.5,False,"Hair dryer,Cleaning products,Shampoo,Body soap,Hot water,Shower gel,Washer,Essentials,Hangers,Bed linens,Clothing storage,TV,Air conditioning,Heating,Fire extinguisher,Wifi,Kitchen,Refrigerator,Microwave,Cooking basics,Dishes and silverware,Hot water kettle,Rice maker,Dining table,Coffee,Long term stays allowed",False,False,1,Limited,2:00 PM,12:00 PM,True,True,5,0.0,True,98.0,4.7,4.9,4.9,4.7,5.0,4.9,4.8,49935278.0,869189.7,0.153,0.175,132887.9,151575.3,1.0,4.7,56,45,309,26,1.04
28242665,Beautiful Green Balcony - Hanoian home OLD QUARTER,Private room in home,private_room,True,21.0304,105.8505,6.0,2.0,3.0,0.0,False,"Hair dryer,Shampoo,Hot water,Essentials,Hangers,Iron,TV,Air conditioning,Heating,Wifi,Refrigerator,Patio or balcony,Free parking on premises,Pets allowed",False,False,1,Strict,2:00 PM,12:00 PM,False,True,6,0.0,True,137.0,4.81,4.8,4.9,4.7,4.9,4.9,4.8,76477206.0,1170254.9,0.175,0.226,202682.6,261410.4,1.0,2.7,64,82,301,14,0.45
28259231,Lake View/ Old Quarter/Studio/ Big Balcony/Ha Noi,Entire serviced apartment,entire_home,True,21.0462,105.842,2.0,1.0,1.0,1.0,False,"Free parking on premises,Hair dryer,Cleaning products,Shampoo,Conditioner,Body soap,Hot water,Shower gel,Washer,Dryer,Essentials,Hangers,Bed linens,Iron,Clothing storage,TV,Children’s dinnerware,Air conditioning,Heating,Smoke alarm,Carbon monoxide alarm,Fire extinguisher,Wifi,Dedicated workspace,Kitchen,Refrigerator,Microwave,Cooking basics,Dishes and silverware,Hot water kettle,Rice maker,Dining table,Lake access,Private entrance,Free parking on premises,Free street parking,Elevator,EV charger,Luggage dropoff allowed,Long term stays allowed,Cleaning before checkout",False,False,1,Flexible,2:00 PM,12:00 PM,True,False,4,0.0,True,87.0,4.85,4.9,4.8,4.6,4.9,4.9,4.8,264092257.0,1135108.0,0.627,0.627,710422.7,710422.7,1.0,2.7,229,0,136,41,2.37
28392093,Patio✨30stoHoanKiemLake&BeerStreet✨Checkin24/7,Entire rental unit,entire_home,True,21.0327,105.8518,4.0,1.0,3.0,1.0,False,"Air conditioning,Hair dryer,Shampoo,Hot water,Shower gel,Washer,Dryer,Essentials,Hangers,Bed linens,Room-darkening shades,TV,Air conditioning,Portable fans,Heating,Exterior security cameras on property,Fire extinguisher,First aid kit,Wifi,Dedicated workspace,Kitchen,Refrigerator,Microwave,Cooking basics,Dishes and silverware,Stove,Hot water kettle,Dining table,Lake access,Laundromat nearby,Patio or balcony,Paid parking off premises,Luggage dropoff allowed,Smoking allowed,Long term stays allowed,Cleaning before checkout",False,False,1,Moderate,3:00 PM,12:00 PM,True,True,14,0.0,False,190.0,4.87,4.9,4.8,4.8,5.0,5.0,4.9,138980863.0,1291736.0,0.266,0.266,359809.7,359809.7,1.0,4.0,97,0,268,36,0.56
28502817,"1 BED APT, Quiet & Cozy Space, Near Lotte Center",Entire rental unit,entire_home,True,21.0397,105.8163,2.0,1.0,1.0,1.0,False,"Bathtub,Hair dryer,Shampoo,Hot water,Shower gel,Washer,Dryer,Essentials,Hangers,Extra pillows and blankets,Iron,Drying rack for clothing,TV,Air conditioning,Smoke alarm,Carbon monoxide alarm,Wifi,Dedicated workspace,Kitchen,Refrigerator,Microwave,Cooking basics,Dishes and silverware,Stove,Lake access,Free parking on premises,Free street parking,Elevator",False,False,1,Flexible,3:00 PM,11:00 AM,False,False,5,0.0,True,31.0,4.81,4.6,4.8,4.7,4.7,4.6,4.7,21155490.0,640343.0,0.093,0.1,56177.9,60308.7,1.0,6.8,34,25,331,28,4.12
28503394,Bright cozy Apt/Truc Bach Lake/near Old Quarter,Entire rental unit,entire_home,False,21.0474,105.8415,2.0,1.0,1.0,1.0,False,"TV,Cable TV,Wifi,Air conditioning,Lake access,Kitchen,Free parking on premises,Hot water,Conditioner,Elevator,Bed linens,Free street parking,Microwave,Cleaning products,Refrigerator,Dishes and silverware,Cooking basics,Stove,Washer,Dryer,Smoke alarm,Shower gel,Carbon monoxide alarm,Essentials,Shampoo,Lock on bedroom door,Hangers,Hair dryer,Iron,Dedicated workspace,Private entrance",False,False,1,Flexible,3:00 PM,11:00 AM,False,False,0,0.0,True,98.0,4.8,4.8,4.8,4.8,4.8,4.8,4.8,19750323.0,947396.7,0.058,0.058,54110.5,54110.5,1.0,2.3,21,0,344,31,2.51
28616844,Hot tub + Dining Patio 3BRs duplex in Old Quarter,Entire rental unit,entire_home,False,21.0362,105.849,8.0,3.0,4.0,3.0,False,"TV,Washer,Wifi,Air conditioning,Lake access,Fire extinguisher,Kitchen,Essentials,Shampoo,Smoking allowed,Hangers,Hair dryer,Hot water,Private entrance,Microwave,Refrigerator,Heating,Cooking basics",False,False,1,Limited,3:00 PM,11:00 AM,False,False,15,0.0,True,93.0,4.6,4.8,4.8,4.4,4.9,4.8,4.7,59511181.0,2296451.1,0.077,0.079,155558.7,160392.4,1.0,3.5,28,11,337,18,1.04
28823009,VITAMIN HOME★Studio★Old quarter,Entire rental unit,entire_home,False,21.0297,105.8491,3.0,1.0,1.0,1.0,False,"TV,Cable TV,Children’s books and toys,Window guards,Wifi,Air conditioning,Lake access,Kitchen,Room-darkening shades,Hot water kettle,Paid parking off premises,Books and reading material,Hot water,Body soap,Elevator,Bed linens,Microwave,Cleaning products,Indoor fireplace,Refrigerator,Drying rack for clothing,Dishes and silverware,Heating,Cooking basics,Oven,Stove,Washer,Shower gel,Patio or balcony,First aid kit,Fire extinguisher,Luggage dropoff allowed,Essentials,Long term stays allowed,Shampoo,Lock on bedroom door,Hangers,Dining table,Hair dryer,Iron,Dedicated workspace,Private entrance,Rice maker",False,False,1,Moderate,3:00 PM,11:00 AM,False,False,3,0.0,True,88.0,4.7,4.8,4.8,4.5,4.9,4.9,4.7,19307962.0,736301.8,0.071,0.071,51829.1,51829.1,1.0,2.9,26,0,339,43,0.54
28943608,Bright Entire APT—Close To Lotte/Quiet Place—Guard,Entire rental unit,entire_home,True,21.039,105.8178,2.0,1.0,1.0,1.0,False,"Hair dryer,Washer,Dryer,Essentials,Hangers,Iron,TV,Air conditioning,Air conditioning,Wifi,Dedicated workspace,Kitchen,Refrigerator,Microwave,Cooking basics,Dishes and silverware,Private entrance,Patio or balcony,Backyard,Free street parking,Elevator,EV charger",False,False,1,Flexible,2:00 PM,12:00 PM,True,False,6,0.0,False,56.0,4.88,4.9,4.9,4.9,4.8,4.8,4.9,34218291.0,566057.0,0.175,0.175,89471.2,89471.2,1.0,5.3,64,0,301,22,3.95
28991145,chez tram homestay_apartment near old quarter#302,Entire rental unit,entire_home,True,21.0127,105.8386,2.0,1.0,1.0,1.0,False,"Air conditioning,Hair dryer,Cleaning products,Shampoo,Body soap,Hot water,Shower gel,Washer,Dryer,Essentials,Hangers,Bed linens,Extra pillows and blankets,Room-darkening shades,Iron,Clothing storage,TV,Air conditioning,Ceiling fan,Portable fans,Exterior security cameras on property,Smoke alarm,Fire extinguisher,Wifi,Dedicated workspace,Kitchen,Refrigerator,Microwave,Cooking basics,Dishes and silverware,Stove,Hot water kettle,Coffee maker,Wine glasses,Toaster,Rice maker,Dining table,Coffee,Private entrance,Patio or balcony,Outdoor furniture,Paid parking off premises,Luggage dropoff allowed,Long term stays allowed",False,False,1,Firm,2:00 PM,12:00 PM,True,False,0,0.0,True,30.0,4.97,5.0,4.9,4.9,5.0,4.7,4.9,75722593.0,712062.6,0.288,0.291,207459.2,209757.9,1.0,8.1,105,4,260,44,2.34
28991805,Blue mountain Villa,Entire villa,entire_home,False,21.2485,105.7918,16.0,5.0,4.0,6.0,False,"Hair dryer,Shampoo,Hot water,Washer,Essentials,Hangers,Extra pillows and blankets,Iron,TV,Children’s books and toys,Air conditioning,Indoor fireplace,Fire extinguisher,First aid kit,Wifi,Dedicated workspace,Kitchen,Refrigerator,Microwave,Cooking basics,Dishes and silverware,Oven,Patio or balcony,Backyard,BBQ grill,Free parking on premises,Pool,Luggage dropoff allowed,Smoking allowed,Cleaning before checkout",False,False,1,Moderate,2:00 PM,12:00 PM,False,False,0,0.0,True,8.0,4.75,5.0,4.8,4.9,4.6,4.4,4.6,539113453.0,8342350.6,0.17,0.179,1477023.2,1558131.4,1.0,1.4,62,19,303,30,25.35
29042007,Best location-center of old Hanoi - apartment No1,Entire rental unit,entire_home,False,21.0181,105.8488,2.0,1.0,1.0,1.0,False,"Hair dryer,Shampoo,Hot water,Washer,Dryer,Essentials,Hangers,Bed linens,Iron,Drying rack for clothing,Clothing storage,TV,High chair,Air conditioning,Ceiling fan,Fire extinguisher,Wifi,Dedicated workspace,Kitchen,Refrigerator,Microwave,Cooking basics,Dishes and silverware,Freezer,Hot water kettle,Dining table,Lake access,Private entrance,Laundromat nearby,Patio or balcony,Free parking on premises,Free street parking,Luggage dropoff allowed,Long term stays allowed",False,False,7,Firm,2:00 PM,12:00 PM,False,False,10,0.0,True,10.0,4.6,4.6,4.9,4.0,4.8,4.9,4.5,8769249.0,597781.9,0.041,0.094,22599.5,51555.1,7.0,7.5,15,205,350,34,1.24
29136376,Apt 1BR/Luxury & Cozy Apt/Central Hoan Kiem/Vincom,Entire rental unit,entire_home,True,21.0192,105.8485,3.0,1.0,1.0,1.0,False,"Hair dryer,Shampoo,Hot water,Washer,Dryer,Essentials,Hangers,Bed linens,Extra pillows and blankets,Iron,TV,Exercise equipment,Air conditioning,Heating,Smoke alarm,Fire extinguisher,Wifi,Dedicated workspace,Kitchen,Refrigerator,Microwave,Cooking basics,Dishes and silverware,Stove,Oven,Private entrance,Patio or balcony,Free parking on premises,Elevator,Gym,Luggage dropoff allowed",False,False,1,Flexible,2:00 PM,12:00 PM,False,False,10,0.0,True,97.0,4.8,4.9,5.0,4.8,4.8,4.9,4.8,236223224.0,1273128.9,0.501,0.501,627938.1,627938.1,1.0,5.4,183,0,182,31,1.14
